graph_assertion_id,attack_id,first_seen_version
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s8::T1037,T1037,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s8::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s8::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s8::T1115,T1115,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s8::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s9::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_8__s9::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s0::T1090,T1090,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s10::T1571,T1571,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s11::T1047,T1047,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s12::T1047,T1047,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s12::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s12::T1218,T1218,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s12::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s12::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s15::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s16::T1048,T1048,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s16::T1071,T1071,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s16::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s17::T1090,T1090,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s18::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s19::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s19::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s2::T1497,T1497,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s20::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s20::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s21::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s22::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s24::T1090,T1090,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s3::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s5::T1036,T1036,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s6::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s7::T1090,T1090,v3.0
gteqwen_mistral::AnnoCTR::RAG::bosch_9__s9::T1543,T1543,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s1::T1049,T1049,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s1::T1199,T1199,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s14::T1203,T1203,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s15::T1552,T1552,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s15::T1567,T1567,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s16::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s19::T1588,T1588,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s21::T1021,T1021,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s21::T1583,T1583,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s23::T1588,T1588,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s25::T1078,T1078,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s26::T1586,T1586,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s29::T1583,T1583,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s3::T1195,T1195,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s30::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s33::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s5::T1588,T1588,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s6::T1583,T1583,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s8::T1087,T1087,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s8::T1589,T1589,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_0__s9::T1583,T1583,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s10::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s12::T1104,T1104,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s17::T1614,T1614,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s19::T1568,T1568,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s2::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s2::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s20::T1571,T1571,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s21::T1571,T1571,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s22::T1048,T1048,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s22::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s3::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s3::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s4::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s4::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s4::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s6::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s6::T1547,T1547,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s7::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s7::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_10__s8::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s13::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s14::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s15::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s16::T1573,T1573,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s17::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s17::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s18::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s18::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s20::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s21::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s22::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s23::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s3::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s4::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s5::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s5::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s6::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s7::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s8::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_11__s9::T1587,T1587,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s10::T1106,T1106,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s11::T1573,T1573,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s12::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s12::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s12::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s13::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s13::T1106,T1106,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s16::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s16::T1560,T1560,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s17::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s17::T1218,T1218,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s17::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s18::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s19::T1573,T1573,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s2::T1218,T1218,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s20::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s20::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s21::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s22::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s22::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s22::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s25::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s3::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s30::T1505,T1505,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s33::T1071,T1071,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s35::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s4::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s5::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s5::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s6::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s6::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s6::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s7::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s7::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s7::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s8::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s8::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_12__s9::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s10::T1071,T1071,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s11::T1070,T1070,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s13::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s13::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s14::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s15::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s16::T1104,T1104,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s17::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s18::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s19::T1041,T1041,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s2::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s20::T1083,T1083,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s21::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s21::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s22::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s23::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s23::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s23::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s24::T1036,T1036,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s25::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s26::T1071,T1071,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s29::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s6::T1071,T1071,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s8::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_13__s9::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s10::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s10::T1574,T1574,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s10::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s11::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s11::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s12::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s12::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s13::T1620,T1620,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s14::T1037,T1037,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s15::T1018,T1018,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s15::T1049,T1049,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s15::T1057,T1057,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s15::T1082,T1082,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s16::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s18::T1137,T1137,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s18::T1547,T1547,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s19::T1105,T1105,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s19::T1497,T1497,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s2::T1583,T1583,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s20::T1104,T1104,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s21::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s22::T1547,T1547,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s23::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s24::T1573,T1573,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s26::T1036,T1036,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s35::T1102,T1102,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s4::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s6::T1027,T1027,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s8::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s8::T1140,T1140,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_14__s9::T1059,T1059,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s0::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s1::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s10::T1567,T1567,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s13::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s14::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s16::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s2::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s3::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s4::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s7::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_15__s9::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s0::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s13::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s14::T1003,T1003,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s14::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s15::T1003,T1003,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s18::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_16__s5::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s0::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s10::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s10::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s11::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s11::T1614,T1614,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s12::T1614,T1614,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s14::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s15::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s16::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s16::T1583,T1583,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s17::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s2::T1562,T1562,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s22::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s24::T1078,T1078,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s25::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s28::T1087,T1087,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s30::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s34::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s36::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s37::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s38::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s39::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s39::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s40::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s5::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s5::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s7::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s7::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s8::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_17__s9::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s0::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s10::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s10::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s11::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s12::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s14::T1036,T1036,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s14::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s15::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s16::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s16::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s16::T1606,T1606,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s17::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s17::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s19::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s19::T1606,T1606,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s2::T1078,T1078,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s20::T1550,T1550,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s21::T1078,T1078,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s21::T1199,T1199,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s22::T1078,T1078,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s22::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s24::T1189,T1189,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s24::T1528,T1528,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s24::T1539,T1539,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_18__s3::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s0::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s1::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s16::T1114,T1114,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s17::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s19::T1036,T1036,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s19::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s20::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s22::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s4::T1614,T1614,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s8::T1090,T1090,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_19__s9::T1566,T1566,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s0::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s20::T1497,T1497,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s21::T1055,T1055,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s22::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s23::T1190,T1190,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s24::T1190,T1190,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s26::T1190,T1190,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s26::T1210,T1210,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s27::T1484,T1484,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s28::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s29::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s29::T1499,T1499,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s31::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s32::T1499,T1499,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s33::T1499,T1499,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s34::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s6::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s7::T1486,T1486,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_1__s8::T1518,T1518,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_20__s10::T1003,T1003,v3.0
gteqwen_mistral::AnnoCTR::RAG+FSP::bosch_20__s12::T1566,T1566,v3.0
