graph_assertion_id,sentence_id,first_seen_version
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s25::T1190,tram2_5__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s26::T1105,tram2_5__s26,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s26::T1210,tram2_5__s26,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s26::T1570,tram2_5__s26,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s27::T1083,tram2_5__s27,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s28::T1219,tram2_5__s28,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s3::T1057,tram2_5__s3,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s3::T1570,tram2_5__s3,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s30::T1041,tram2_5__s30,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s31::T1041,tram2_5__s31,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s33::T1219,tram2_5__s33,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s34::T1041,tram2_5__s34,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s35::T1021.001,tram2_5__s35,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s36::T1021.001,tram2_5__s36,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s37::T1059.003,tram2_5__s37,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s37::T1570,tram2_5__s37,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s39::T1021.001,tram2_5__s39,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s39::T1055,tram2_5__s39,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s4::T1219,tram2_5__s4,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s41::T1071.001,tram2_5__s41,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s42::T1083,tram2_5__s42,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s44::T1047,tram2_5__s44,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s44::T1562.001,tram2_5__s44,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s45::T1204.002,tram2_5__s45,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s45::T1566.001,tram2_5__s45,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s46::T1027,tram2_5__s46,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s47::T1027,tram2_5__s47,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s5::T1041,tram2_5__s5,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s51::T1557.001,tram2_5__s51,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s52::T1016,tram2_5__s52,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s54::T1105,tram2_5__s54,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s56::T1016,tram2_5__s56,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s56::T1082,tram2_5__s56,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s57::T1055,tram2_5__s57,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s61::T1547.001,tram2_5__s61,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s63::T1219,tram2_5__s63,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s64::T1219,tram2_5__s64,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s65::T1021.001,tram2_5__s65,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s67::T1219,tram2_5__s67,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s69::T1219,tram2_5__s69,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s7::T1204.002,tram2_5__s7,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s7::T1218.011,tram2_5__s7,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s7::T1566.001,tram2_5__s7,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s70::T1569.002,tram2_5__s70,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s71::T1569.002,tram2_5__s71,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s72::T1219,tram2_5__s72,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s73::T1569.002,tram2_5__s73,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s74::T1047,tram2_5__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s74::T1219,tram2_5__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s75::T1036.005,tram2_5__s75,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s75::T1569.002,tram2_5__s75,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s76::T1219,tram2_5__s76,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s77::T1219,tram2_5__s77,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s79::T1068,tram2_5__s79,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s8::T1547.001,tram2_5__s8,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s82::T1055,tram2_5__s82,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s83::T1055,tram2_5__s83,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s84::T1218.011,tram2_5__s84,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s85::T1047,tram2_5__s85,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s85::T1055,tram2_5__s85,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s85::T1218.011,tram2_5__s85,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s85::T1574.002,tram2_5__s85,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s86::T1055,tram2_5__s86,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s86::T1070.004,tram2_5__s86,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s86::T1569.002,tram2_5__s86,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s88::T1543.003,tram2_5__s88,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s89::T1068,tram2_5__s89,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s9::T1016,tram2_5__s9,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s9::T1082,tram2_5__s9,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s90::T1070.004,tram2_5__s90,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s91::T1003.001,tram2_5__s91,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s91::T1055,tram2_5__s91,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s93::T1003.001,tram2_5__s93,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s94::T1518.001,tram2_5__s94,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s95::T1016,tram2_5__s95,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s95::T1082,tram2_5__s95,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s96::T1090,tram2_5__s96,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s97::T1033,tram2_5__s97,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s97::T1083,tram2_5__s97,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s98::T1033,tram2_5__s98,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_5__s99::T1484.001,tram2_5__s99,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s10::T1105,tram2_6__s10,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s10::T1204.002,tram2_6__s10,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s10::T1566.001,tram2_6__s10,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s11::T1041,tram2_6__s11,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s11::T1552.001,tram2_6__s11,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s12::T1082,tram2_6__s12,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s13::T1041,tram2_6__s13,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s14::T1071.001,tram2_6__s14,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s15::T1005,tram2_6__s15,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s15::T1078,tram2_6__s15,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s18::T1078,tram2_6__s18,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s20::T1036.005,tram2_6__s20,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s20::T1055,tram2_6__s20,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s20::T1547.001,tram2_6__s20,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s21::T1005,tram2_6__s21,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s22::T1090,tram2_6__s22,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s22::T1112,tram2_6__s22,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s23::T1071.001,tram2_6__s23,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s26::T1027,tram2_6__s26,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s28::T1027,tram2_6__s28,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s29::T1140,tram2_6__s29,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s30::T1027,tram2_6__s30,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s31::T1027,tram2_6__s31,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s32::T1012,tram2_6__s32,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s36::T1573.001,tram2_6__s36,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s37::T1027,tram2_6__s37,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s37::T1140,tram2_6__s37,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s38::T1005,tram2_6__s38,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s38::T1027,tram2_6__s38,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s38::T1078,tram2_6__s38,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s41::T1027,tram2_6__s41,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s42::T1140,tram2_6__s42,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s43::T1140,tram2_6__s43,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s44::T1027,tram2_6__s44,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s45::T1027,tram2_6__s45,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s45::T1140,tram2_6__s45,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s46::T1140,tram2_6__s46,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s48::T1071.001,tram2_6__s48,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s50::T1041,tram2_6__s50,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s52::T1095,tram2_6__s52,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s54::T1071.001,tram2_6__s54,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s55::T1083,tram2_6__s55,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s56::T1055,tram2_6__s56,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s57::T1095,tram2_6__s57,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s58::T1071.001,tram2_6__s58,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s60::T1016,tram2_6__s60,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s64::T1082,tram2_6__s64,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s64::T1083,tram2_6__s64,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s65::T1071.001,tram2_6__s65,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s66::T1041,tram2_6__s66,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s67::T1041,tram2_6__s67,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s68::T1090,tram2_6__s68,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s69::T1083,tram2_6__s69,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s71::T1005,tram2_6__s71,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s72::T1083,tram2_6__s72,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s74::T1005,tram2_6__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s74::T1041,tram2_6__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s74::T1056.001,tram2_6__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s75::T1083,tram2_6__s75,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s77::T1083,tram2_6__s77,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s78::T1204.002,tram2_6__s78,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s80::T1071.001,tram2_6__s80,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s81::T1071.001,tram2_6__s81,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s83::T1071.001,tram2_6__s83,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s85::T1071.001,tram2_6__s85,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s85::T1095,tram2_6__s85,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s87::T1566.001,tram2_6__s87,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s88::T1078,tram2_6__s88,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s89::T1005,tram2_6__s89,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s89::T1082,tram2_6__s89,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_6__s89::T1140,tram2_6__s89,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s0::T1566.001,tram2_7__s0,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s10::T1036.005,tram2_7__s10,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s11::T1071.001,tram2_7__s11,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s12::T1566.001,tram2_7__s12,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s15::T1071.001,tram2_7__s15,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s18::T1566.001,tram2_7__s18,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s19::T1566.001,tram2_7__s19,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s2::T1078,tram2_7__s2,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s2::T1566.001,tram2_7__s2,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s21::T1566.001,tram2_7__s21,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s25::T1036.005,tram2_7__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s25::T1566.001,tram2_7__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s28::T1566.001,tram2_7__s28,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s3::T1566.001,tram2_7__s3,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s33::T1566.001,tram2_7__s33,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s35::T1078,tram2_7__s35,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s37::T1071.001,tram2_7__s37,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s38::T1566.001,tram2_7__s38,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s4::T1071.001,tram2_7__s4,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s48::T1566.001,tram2_7__s48,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s52::T1566.001,tram2_7__s52,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s53::T1566.001,tram2_7__s53,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s56::T1566.001,tram2_7__s56,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s6::T1566.001,tram2_7__s6,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_7__s8::T1566.001,tram2_7__s8,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s112::T1027,tram2_8__s112,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s112::T1078,tram2_8__s112,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s117::T1068,tram2_8__s117,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s126::T1078,tram2_8__s126,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s127::T1078,tram2_8__s127,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s15::T1083,tram2_8__s15,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s16::T1036.005,tram2_8__s16,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s16::T1055,tram2_8__s16,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s16::T1574.002,tram2_8__s16,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s165::T1027,tram2_8__s165,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s176::T1055,tram2_8__s176,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s181::T1190,tram2_8__s181,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s181::T1566.001,tram2_8__s181,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s182::T1078,tram2_8__s182,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s184::T1569.002,tram2_8__s184,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s185::T1047,tram2_8__s185,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s185::T1106,tram2_8__s185,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s185::T1547.001,tram2_8__s185,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s186::T1027,tram2_8__s186,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s186::T1068,tram2_8__s186,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s186::T1112,tram2_8__s186,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s186::T1140,tram2_8__s186,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s186::T1562.001,tram2_8__s186,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s187::T1072,tram2_8__s187,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s187::T1082,tram2_8__s187,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s187::T1105,tram2_8__s187,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s187::T1569.002,tram2_8__s187,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s187::T1570,tram2_8__s187,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s19::T1041,tram2_8__s19,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s22::T1557.001,tram2_8__s22,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s25::T1090,tram2_8__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s25::T1095,tram2_8__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s25::T1105,tram2_8__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s25::T1106,tram2_8__s25,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s38::T1078,tram2_8__s38,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s40::T1027,tram2_8__s40,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s41::T1027,tram2_8__s41,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s41::T1140,tram2_8__s41,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s42::T1071.001,tram2_8__s42,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s46::T1027,tram2_8__s46,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s48::T1105,tram2_8__s48,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s49::T1027,tram2_8__s49,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s50::T1055,tram2_8__s50,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s50::T1140,tram2_8__s50,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s51::T1027,tram2_8__s51,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s53::T1027,tram2_8__s53,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s54::T1055,tram2_8__s54,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s54::T1057,tram2_8__s54,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s55::T1027,tram2_8__s55,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s57::T1055,tram2_8__s57,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s57::T1574.002,tram2_8__s57,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s59::T1055,tram2_8__s59,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s61::T1055,tram2_8__s61,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s62::T1574.002,tram2_8__s62,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s63::T1027,tram2_8__s63,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s63::T1055,tram2_8__s63,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s65::T1573.001,tram2_8__s65,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s67::T1552.001,tram2_8__s67,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s68::T1027,tram2_8__s68,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s69::T1027,tram2_8__s69,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s70::T1552.001,tram2_8__s70,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s71::T1573.001,tram2_8__s71,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s72::T1027,tram2_8__s72,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s72::T1140,tram2_8__s72,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s73::T1112,tram2_8__s73,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s73::T1140,tram2_8__s73,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s74::T1112,tram2_8__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s74::T1547.001,tram2_8__s74,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s75::T1112,tram2_8__s75,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s76::T1057,tram2_8__s76,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s76::T1082,tram2_8__s76,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s76::T1569.002,tram2_8__s76,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s77::T1070.004,tram2_8__s77,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s8::T1518.001,tram2_8__s8,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s80::T1027,tram2_8__s80,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s80::T1070.004,tram2_8__s80,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s83::T1112,tram2_8__s83,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s86::T1070.004,tram2_8__s86,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s86::T1204.002,tram2_8__s86,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s87::T1059.003,tram2_8__s87,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s87::T1070.004,tram2_8__s87,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s88::T1070.004,tram2_8__s88,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s89::T1070.004,tram2_8__s89,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s90::T1059.003,tram2_8__s90,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s90::T1547.001,tram2_8__s90,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s91::T1078,tram2_8__s91,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s91::T1083,tram2_8__s91,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s95::T1140,tram2_8__s95,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_8__s97::T1573.001,tram2_8__s97,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_9__s0::T1566.001,tram2_9__s0,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_9__s1::T1078,tram2_9__s1,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_9__s1::T1566.001,tram2_9__s1,v3.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_9__s106::T1057,tram2_9__s106,v3.0
